case_title,case_title_raw,normalized_title,source_pdf,source_school,source_year,page_start,page_end,page_count,industry,case_type,case_type_raw,case_type_normalized,difficulty,difficulty_raw,difficulty_normalized,difficulty_quant,difficulty_qual,difficulty_math,difficulty_structure,difficulty_creativity,concepts_tested,difficulty_visual_present,difficulty_quant_category,firm,round,interviewer_led,is_new_case,is_duplicate_case,unique_case_count_eligible,canonical_case_title,duplicate_of_source_school,duplicate_of_source_year,duplicate_of_case_title,detection_method,extraction_confidence,needs_manual_review,output_pdf_path,difficulty_score,difficulty_rating,difficulty_rating_source,difficulty_notes,difficulty_source,difficulty_confidence,difficulty_model,industry_secondary,industry_notes,industry_source,industry_confidence,industry_model
Practice Case 21 (The English Church),Practice Case 21 (The English Church),practice case 21 the english church,Booth/Harvard 2002.pdf,Harvard,2002.0,106,107,2,Non-Profit,,,Other,Medium,Medium,Medium,,,,,,,,,,,,False,False,True,practice case 21 the english church,,,,manual_override_harvard_2002,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\Harvard 2002\practice-case-21-the-english-church.pdf,5.5,Medium,difficulty_normalized,,,,,,A church is best categorized as a religious non-profit organization rather than public sector or education.,openai_calibrated,0.89,gpt-5.4
Practice Case 22 (HBS as a Business),Practice Case 22 (HBS as a Business),practice case 22 hbs as a business,Booth/Harvard 2002.pdf,Harvard,2002.0,108,109,2,Media & Entertainment,Profitability,Profitability,Profitability,Easy,Easy,Easy,,,,,,,,,,,,False,False,True,practice case 22 hbs as a business,,,,manual_override_harvard_2002,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\Harvard 2002\practice-case-22-hbs-as-a-business.pdf,3.5,Easy,difficulty_normalized,,,,,,,,,
Practice Case 23 (Fast Food Restaurant),Practice Case 23 (Fast Food Restaurant),practice case 23 fast food restaurant,Booth/Harvard 2002.pdf,Harvard,2002.0,110,112,3,Technology,Investment,Investment,Investment Decision,Medium,Medium,Medium,,,,,,,,,,,,False,False,True,practice case 23 fast food restaurant,,,,manual_override_harvard_2002,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\Harvard 2002\practice-case-23-fast-food-restaurant.pdf,5.5,Medium,difficulty_normalized,,,,,,,,,
Practice Case 24 (Automobile Producer),Practice Case 24 (Automobile Producer),practice case 24 automobile producer,Booth/Harvard 2002.pdf,Harvard,2002.0,113,114,2,Financial Services,Growth Strategy,Growth Strategy,Growth Strategy,Hard,Hard,Hard,,,,,,,,,,,,False,False,True,practice case 24 automobile producer,,,,manual_override_harvard_2002,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\Harvard 2002\practice-case-24-automobile-producer.pdf,8.5,Hard,difficulty_normalized,,,,,,,,,
Chicouver Cycle,Chicouver Cycle,chicouver cycle,Booth/Kellogg 2024.pdf,Kellogg,2024.0,106,117,12,Transportation & Logistics,Market entry,Market entry,Market Entry,Hard,Hard,Hard,,,,,,,,,,,False,False,False,True,chicouver cycle,,,,manual_override_kellogg_2024,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\Kellogg 2024\chicouver-cycle.pdf,8.5,Hard,difficulty_normalized,,,,,,,,,
Sosland Sports,Sosland Sports,sosland sports,Booth/Kellogg 2024.pdf,Kellogg,2024.0,325,332,8,Hospitality & Travel,Market entry,Market entry,Market Entry,Medium,Medium,Medium,,,,,,,,,,,True,False,False,True,sosland sports,,,,manual_override_kellogg_2024,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\Kellogg 2024\sosland-sports.pdf,5.5,Medium,difficulty_normalized,,,,,,,,,
Andrew's Simple Delights,Andrew's Simple Delights,andrew s simple delights,Booth/Kellogg 2024.pdf,Kellogg,2024.0,415,426,12,Retail / CPG,Profitability,Profitability,Profitability,Medium,Medium,Medium,,,,,,,,,,,False,True,False,True,andrew s simple delights,,,,manual_override_kellogg_2024,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\Kellogg 2024\andrew-s-simple-delights.pdf,5.5,Medium,difficulty_normalized,,,,,,,,,
Pandora,Pandora,pandora,Booth/Kellogg 2024.pdf,Kellogg,2024.0,427,439,13,Education,Opportunity Assessment,Opportunity Assessment,Opportunity Assessment,Hard,Hard,Hard,,,,,,,,,,,False,True,False,True,pandora,,,,manual_override_kellogg_2024,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\Kellogg 2024\pandora.pdf,8.5,Hard,difficulty_normalized,,,,,,,,,
"Antidepressant Pricing (BCG, Round 1)","Antidepressant Pricing (BCG, Round 1)",antidepressant pricing bcg round 1,Booth/MIT 2011.pdf,MIT,2011.0,6,9,4,Healthcare,Market Entry,Market Entry,Market Entry,,,Hard,,,,,,,,,BCG,Round 1,,False,False,True,antidepressant pricing bcg round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\antidepressant-pricing-bcg-round-1.pdf,7.8,Hard,anchor:antidepressant,"This case has substantial, layered math (population funnels, probabilities, treatment vs prevention cost comparison, effectiveness rates, and per-tablet pricing) plus nontrivial ambiguity around insurance coverage, adoption, and pricing strategy. It requires integrating market sizing, payer economics, and pricing logic in a realistic healthcare context, making it closer to the Hard anchors than to standard Medium profitability or growth cases.",openai_calibrated,0.86,gpt-5.1,,,,,
"Media and Operations (BCG, Round 1)","Media and Operations (BCG, Round 1)",media and operations bcg round 1,Booth/MIT 2011.pdf,MIT,2011.0,10,12,3,Media & Entertainment,Operations,Operations,Operations,Easy,Easy,Easy,,,,,,,,,BCG,Round 1,,False,False,True,media and operations bcg round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\media-and-operations-bcg-round-1.pdf,3.5,Easy,difficulty_normalized,,,,,,"The client is a large media company consolidating office operations, so the primary industry is media.",openai_calibrated,0.98,gpt-5.4
"Zippy Snowmobiles (McKinsey, Round 1)","Zippy Snowmobiles (McKinsey, Round 1)",zippy snowmobiles mckinsey round 1,Booth/MIT 2011.pdf,MIT,2011.0,13,16,4,Other,M&A,M&A,M&A,Medium,Medium,Medium,,,,,,,,,McKinsey,Round 1,,False,False,True,zippy snowmobiles mckinsey round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\zippy-snowmobiles-mckinsey-round-1.pdf,5.5,Medium,difficulty_normalized,,,,,,,,,
"Bicycle Part Manufacturer (Bain, Round 1)","Bicycle Part Manufacturer (Bain, Round 1)",bicycle part manufacturer bain round 1,Booth/MIT 2011.pdf,MIT,2011.0,17,19,3,Private Equity,Growth,Growth,Growth Strategy,Medium,Medium,Medium,,,,,,,,,Bain,Round 1,,False,False,True,bicycle part manufacturer bain round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\bicycle-part-manufacturer-bain-round-1.pdf,5.5,Medium,difficulty_normalized,,,,,Manufacturing,"The client is a PE fund evaluating an investment in a bicycle parts manufacturer, so the primary industry is Private Equity.",openai_calibrated,0.98,gpt-5.4
"Pharmacy in Supermarket (Bain, Round 1)","Pharmacy in Supermarket (Bain, Round 1)",pharmacy in supermarket bain round 1,Booth/MIT 2011.pdf,MIT,2011.0,20,23,4,Healthcare,Profitability,Profitability,Profitability,Easy,Easy,Easy,,,,,,,,,Bain,Round 1,,False,False,True,pharmacy in supermarket bain round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\pharmacy-in-supermarket-bain-round-1.pdf,3.5,Easy,difficulty_normalized,,,,,,,,,
"Megabank Under-penetration (McKinsey, Round 1)","Megabank Under-penetration (McKinsey, Round 1)",megabank under penetration mckinsey round 1,Booth/MIT 2011.pdf,MIT,2011.0,24,26,3,Financial Services,M&A,M&A,M&A,Medium,Medium,Medium,,,,,,,,,McKinsey,Round 1,,False,False,True,megabank under penetration mckinsey round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\megabank-under-penetration-mckinsey-round-1.pdf,5.5,Medium,difficulty_normalized,,,,,,"The client is a bank issuing credit cards, which fits Financial Services.",openai_calibrated,0.99,gpt-5.4
"Moldovian Coffins (McKinsey, Round 1)","Moldovian Coffins (McKinsey, Round 1)",moldovian coffins mckinsey round 1,Booth/MIT 2011.pdf,MIT,2011.0,27,30,4,Technology,Profitability,Profitability,Profitability,Hard,Hard,Hard,,,,,,,,,McKinsey,Round 1,,False,False,True,moldovian coffins mckinsey round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\moldovian-coffins-mckinsey-round-1.pdf,8.5,Hard,difficulty_normalized,,,,,,,,,
"Fast Food Probability (McKinsey, Mock Case)","Fast Food Probability (McKinsey, Mock Case)",fast food probability mckinsey mock case,Booth/MIT 2011.pdf,MIT,2011.0,31,32,2,Retail / CPG,Profitability,Profitability,Profitability,Hard,Hard,Hard,,,,,,,,,McKinsey,Mock Case,,False,False,True,fast food probability mckinsey mock case,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\fast-food-probability-mckinsey-mock-case.pdf,8.5,Hard,difficulty_normalized,,,,,,,,,
"Always Fresh (BCG, Mock Case)","Always Fresh (BCG, Mock Case)",always fresh bcg mock case,Booth/MIT 2011.pdf,MIT,2011.0,33,36,4,Retail / CPG,Market Entry,Market Entry,Market Entry,,,Medium,,,,,,,,,BCG,Mock Case,,False,False,True,always fresh bcg mock case,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\always-fresh-bcg-mock-case.pdf,6.0,Medium,anchor:always_fresh,"Multi-country market entry with several exhibits (population/usage, pricing, competition, preferences) and explicit revenue targets requires non-trivial math, prioritization, and synthesis, but the context is straightforward CPG with many constraints simplified (no capital, supply, or regulatory issues), keeping it in solid Medium rather than Hard territory.",openai_calibrated,0.86,gpt-5.1,,,,,
"Learjet (Bain, Mock Case)","Learjet (Bain, Mock Case)",learjet bain mock case,Booth/MIT 2011.pdf,MIT,2011.0,37,40,4,Manufacturing,Profitability,Profitability,Profitability,Medium,Medium,Medium,,,,,,,,,Bain,Mock Case,,False,False,True,learjet bain mock case,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\learjet-bain-mock-case.pdf,5.5,Medium,difficulty_normalized,,,,,,"The client is explicitly a manufacturing firm; the private jet decision is an internal profitability issue, not an aerospace client case.",openai_calibrated,0.96,gpt-5.4
"Luxury Cruise (Booz, Round 1)","Luxury Cruise (Booz, Round 1)",luxury cruise booz round 1,Booth/MIT 2011.pdf,MIT,2011.0,41,43,3,Hospitality & Travel,Pricing,Pricing,Pricing,Easy,Easy,Easy,,,,,,,,,Booz,Round 1,,False,False,True,luxury cruise booz round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\luxury-cruise-booz-round-1.pdf,3.5,Easy,difficulty_normalized,,,,,,"The client is a luxury cruise line serving vacation travelers, which fits travel and leisure best.",openai_calibrated,0.97,gpt-5.4
"Rental Cars & Frequent Flyer Miles (BCG, Round 1)","Rental Cars & Frequent Flyer Miles (BCG, Round 1)",rental cars frequent flyer miles bcg round 1,Booth/MIT 2011.pdf,MIT,2011.0,44,46,3,Transportation & Logistics,Profitability,Profitability,Profitability,Hard,Hard,Hard,,,,,,,,,BCG,Round 1,,False,False,True,rental cars frequent flyer miles bcg round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\rental-cars-frequent-flyer-miles-bcg-round-1.pdf,8.5,Hard,difficulty_normalized,,,,,,,,,
"Spanish Trains (McKinsey, Round 1)","Spanish Trains (McKinsey, Round 1)",spanish trains mckinsey round 1,Booth/MIT 2011.pdf,MIT,2011.0,47,49,3,Other,Operations,Operations,Operations,Medium,Medium,Medium,,,,,,,,,McKinsey,Round 1,,False,False,True,spanish trains mckinsey round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\spanish-trains-mckinsey-round-1.pdf,5.5,Medium,difficulty_normalized,,,,,,,,,
"Store Tissue Label Manufacturer (BCG, Round 1)","Store Tissue Label Manufacturer (BCG, Round 1)",store tissue label manufacturer bcg round 1,Booth/MIT 2011.pdf,MIT,2011.0,50,51,2,Retail / CPG,Growth,Growth,Growth Strategy,Medium,Medium,Medium,,,,,,,,,BCG,Round 1,,False,False,True,store tissue label manufacturer bcg round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\store-tissue-label-manufacturer-bcg-round-1.pdf,5.5,Medium,difficulty_normalized,,,,,,,,,
"Fruit Juice (Bain, Round 1)","Fruit Juice (Bain, Round 1)",fruit juice bain round 1,Booth/MIT 2011.pdf,MIT,2011.0,52,54,3,Retail / CPG,Profitability,Profitability,Profitability,Hard,Hard,Hard,,,,,,,,,Bain,Round 1,,False,False,True,fruit juice bain round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\fruit-juice-bain-round-1.pdf,8.5,Hard,difficulty_normalized,,,,,,,,,
"Art Museum (McKinsey, Round 1)","Art Museum (McKinsey, Round 1)",art museum mckinsey round 1,Booth/MIT 2011.pdf,MIT,2011.0,55,56,2,Media & Entertainment,Pricing,Pricing,Pricing,,,Easy,,,,,,,,,McKinsey,Round 1,,False,False,True,art museum mckinsey round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\art-museum-mckinsey-round-1.pdf,3.8,Medium,anchor:art_museum,"Very straightforward profitability/pricing mini-case with simple percentage math, no exhibits, and guided Q&A. Reasoning is linear and interviewer-led, with limited ambiguity or synthesis burden—comparable to other Easy anchors like Zephyr Beverages and Breast Cancer Surgery but slightly richer than the simplest ones.",openai_calibrated,0.9,gpt-5.1,,"The client is an art museum, which fits best under cultural/arts institutions within media and entertainment.",openai_calibrated,0.82,gpt-5.4
"Broadband Internet Service Provider (Bain, Round 1)","Broadband Internet Service Provider (Bain, Round 1)",broadband internet service provider bain round 1,Booth/MIT 2011.pdf,MIT,2011.0,57,58,2,Technology,Pricing,Pricing,Pricing,,,Medium,,,,,,,,,Bain,Round 1,,False,False,True,broadband internet service provider bain round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\broadband-internet-service-provider-bain-round-1.pdf,5.3,,none,"Moderate math around bandwidth and unit conversions plus some industry/technology understanding, but the calculations are guided and not heavy; structure and synthesis are similar to a standard first‑round MBB case with limited exhibits and manageable ambiguity.",openai_calibrated,0.86,gpt-5.1,,,,,
"Industrial Tools Manufacturer (Bain, Round 1)","Industrial Tools Manufacturer (Bain, Round 1)",industrial tools manufacturer bain round 1,Booth/MIT 2011.pdf,MIT,2011.0,59,61,3,Technology,Profitability,Profitability,Profitability,Hard,Hard,Hard,,,,,,,,,Bain,Round 1,,False,False,True,industrial tools manufacturer bain round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\industrial-tools-manufacturer-bain-round-1.pdf,8.5,Hard,difficulty_normalized,,,,,,,,,
"Toothpaste Company (Bain, Round 1)","Toothpaste Company (Bain, Round 1)",toothpaste company bain round 1,Booth/MIT 2011.pdf,MIT,2011.0,62,63,2,Retail / CPG,Profitability,Profitability,Profitability,Medium,Medium,Medium,,,,,,,,,Bain,Round 1,,False,False,True,toothpaste company bain round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\toothpaste-company-bain-round-1.pdf,5.5,Medium,difficulty_normalized,,,,,,,,,
"Recreational Aircraft (Bain, Round 1)","Recreational Aircraft (Bain, Round 1)",recreational aircraft bain round 1,Booth/MIT 2011.pdf,MIT,2011.0,64,66,3,Manufacturing,Growth,Growth,Growth Strategy,Hard,Hard,Hard,,,,,,,,,Bain,Round 1,,False,False,True,recreational aircraft bain round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\recreational-aircraft-bain-round-1.pdf,8.5,Hard,difficulty_normalized,,,,,,,,,
"Consumer Packaged Goods (Bain, Round 1)","Consumer Packaged Goods (Bain, Round 1)",consumer packaged goods bain round 1,Booth/MIT 2011.pdf,MIT,2011.0,67,69,3,Technology,Operations,Operations,Operations,,,Easy,,,,,,,,,Bain,Round 1,,False,False,True,consumer packaged goods bain round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\consumer-packaged-goods-bain-round-1.pdf,3.8,,none,"Prompt is clear and operational, math is simple percentage/time savings with one straightforward aggregation, and the exhibit use is light. Reasoning is mostly linear (identify levers to increase visits, quantify efficiency, interpret a basic chart, then synthesize), comparable to other Easy anchors like Zephyr Beverages but slightly more involved, hence ~3.8.",openai_calibrated,0.86,gpt-5.1,,,,,
"Domino's Pizza (Bain, Round 1)","Domino's Pizza (Bain, Round 1)",domino s pizza bain round 1,Booth/MIT 2011.pdf,MIT,2011.0,70,72,3,Retail / CPG,Profitability,Profitability,Profitability,Medium,Medium,Medium,,,,,,,,,Bain,Round 1,,False,False,True,domino s pizza bain round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\domino-s-pizza-bain-round-1.pdf,5.5,Medium,difficulty_normalized,,,,,,,,,
"Credit Card Company (Bain, Round 1)","Credit Card Company (Bain, Round 1)",credit card company bain round 1,Booth/MIT 2011.pdf,MIT,2011.0,73,74,2,Technology,Profitability,Profitability,Profitability,,,Easy,,,,,,,,,Bain,Round 1,,False,False,True,credit card company bain round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\credit-card-company-bain-round-1.pdf,3.8,,none,"Highly guided, conversational brainstorming with almost no math, clear prompts, and limited synthesis; complexity is below the Medium calibration cases and comparable to other beginner-friendly profitability/strategy discussions.",openai_calibrated,0.9,gpt-5.1,,,,,
"Utility Company (Bain, Round 1)","Utility Company (Bain, Round 1)",utility company bain round 1,Booth/MIT 2011.pdf,MIT,2011.0,75,78,4,Energy & Utilities,Profitability,Profitability,Profitability,Hard,Hard,Hard,,,,,,,,,Bain,Round 1,,False,False,True,utility company bain round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\utility-company-bain-round-1.pdf,8.5,Hard,difficulty_normalized,,,,,,,,,
"Dairy Farm (Bain, Round 1)","Dairy Farm (Bain, Round 1)",dairy farm bain round 1,Booth/MIT 2011.pdf,MIT,2011.0,79,173,95,Technology,Profitability,Profitability,Profitability,,,Easy,,,,,,,,,Bain,Round 1,,False,False,True,dairy farm bain round 1,,,,manual_override_mit_2011,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\MIT 2011\dairy-farm-bain-round-1.pdf,3.8,,none,"Well-structured, low-ambiguity profitability / investment decision case with simple arithmetic (units, revenue, margin) and guided exhibits. Reasoning is linear with modest synthesis across competition, revenue, and cost; overall easier than standard MBB but slightly richer than the simplest Easy anchors.",openai_calibrated,0.86,gpt-5.1,,,,,
Big Ten Bivalves,Big Ten Bivalves,big ten bivalves,Booth/Ross 2024.pdf,Ross,2024.0,25,33,9,Food & Beverage,Growth Strategy,Growth Strategy,Growth Strategy,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,big ten bivalves,,,,manual_override_ross_2024,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\Ross 2024\big-ten-bivalves.pdf,3.5,Medium,anchor:big_ten_bivalves,"Interviewee-led but with clear, concrete growth target and simple business model; math is light (revenues, volumes, survival rates) and qualitative work is straightforward (capacity, segments, basic growth levers) with limited ambiguity and synthesis, comparable to Seven Flags / Breast Cancer Surgery difficulty.",openai_calibrated,0.86,gpt-5.1,,,,,
Maize & Blue Cement,Maize & Blue Cement,maize blue cement,Booth/Ross 2024.pdf,Ross,2024.0,34,40,7,Manufacturing,Profitability/Growth Strategy,Profitability/Growth Strategy,Profitability,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,maize blue cement,,,,manual_override_ross_2024,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\Ross 2024\maize-blue-cement.pdf,2.5,Easy,anchor:maize_blue_cement,"Interviewee-led but very guided: clear prompt, suggested framework provided, low math burden (ratings Quant 1 / Qual 2 / Overall 1), and a focused profitability/distribution decision with limited ambiguity and synthesis. Easier than standard medium MBB-style cases and comparable to the Easy anchors like Zephyr Beverages or Breast Cancer Surgery.",openai_calibrated,0.9,gpt-5.1,,,,,
Melt That Snow,Melt That Snow,melt that snow,Booth/Ross 2024.pdf,Ross,2024.0,49,57,9,Public Sector,Go-to-Market Strategy,Go-to-Market Strategy,Market Entry,,visual dots only,Easy,,,,,,,True,,,,,False,False,True,melt that snow,,,,manual_override_ross_2024,1.0,False,C:\Users\Dan\Desktop\Case Repo\output\cases\Booth\Ross 2024\melt-that-snow.pdf,3.2,Medium,anchor:melt_that_snow,"Interviewee-led but very guided with a sample framework, clear single objective (6-year breakeven), simple cost/revenue setup, and light math (basic payback / break-even). Ambiguity and synthesis burden are low, comparable to Zephyr Beverages and Seven Flags rather than the Medium calibration cases.",openai_calibrated,0.86,gpt-5.1,,,,,
